company_id,company_name,is_fraudulent,is_early_stage_fraud,true_fraud_state,pd_target,fraud_type,cibil_score,dscr,gst_discrepancy_pct,bank_divergence_pct,bounce_rate
company_01261,Matrix Chemicals LLP,0,0,0,0.2739,None,705,1.8553,5.02,5.16,3.61
company_01262,Bharat Automotive 344 LLP,1,0,1,0.866,evergreening,584,1.2858,16.83,25.57,15.75
company_01263,Kalyani Metals 972 Partnership Firm,1,0,1,0.8587,shell_company,546,0.9536,42.23,33.05,7.94
company_01264,Urja Foods 106 LLP,0,0,0,0.0872,None,785,0.8936,3.32,2.78,1.18
company_01265,Matrix Energy Partnership Firm,1,0,1,0.891,revenue_inflation,679,0.8394,27.15,33.5,11.31
company_01266,Bharat Industries 527 LLP,0,0,0,0.1984,None,765,1.32,6.54,3.64,3.16
company_01267,Bhaskar Infrastructure 430 Private Limited,1,0,1,0.8577,seasonal_manipulation,678,0.9267,32.82,27.15,6.31
company_01268,Vidya Retail 929 Private Limited,0,0,0,0.2841,None,702,1.9001,4.95,3.14,3.47
company_01269,Kalyani Builders 552 LLP,0,0,0,0.0781,None,740,1.5285,6.82,5.37,2.36
company_01270,Karan Enterprises 399 LLP,0,0,0,0.1977,None,758,1.4232,8.13,4.07,2.08
company_01271,Apex Automotive 228 Partnership Firm,0,0,0,0.0667,None,756,2.4509,3.83,3.18,1.5
company_01272,Urja Energy 627 LLP,0,0,0,0.2716,None,706,1.9763,4.35,2.93,4.47
company_01273,Zenith Solutions 636 LLP,0,0,0,0.094,None,722,1.4374,3.02,3.98,2.97
company_01274,Kalyani Renewables 978 LLP,0,0,0,0.177,None,791,1.1936,5.27,6.65,6.07
company_01275,Bharat Textiles 120 Partnership Firm,0,0,0,0.1194,None,800,1.8506,9.45,3.81,1.02
company_01276,Delta Industries 861 LLP,0,0,0,0.2686,None,753,1.2163,8.84,4.19,1.36
company_01277,Shivam Infrastructure 764 Partnership Firm,0,0,0,0.2545,None,718,1.7034,4.69,4.65,3.41
company_01278,Apex Infotech Partnership Firm,0,0,0,0.0339,None,778,1.6293,9.31,4.3,1.05
company_01279,Surya Metals 178 LLP,0,0,0,0.3205,None,699,1.923,6.26,4.73,3.2
company_01280,Kalyani Energy LLP,1,0,1,0.8639,benami_siphoning,707,1.7502,21.92,28.2,13.58
company_01281,Vidya Retail 855 Partnership Firm,1,0,1,0.9091,evergreening,592,0.9563,16.03,28.17,19.14
company_01282,Vidya Infotech 669 Private Limited,0,0,0,0.1856,None,801,1.8295,6.7,3.43,1.08
company_01283,Surya Pharma Partnership Firm,0,0,0,0.1236,None,811,1.0369,2.15,2.16,4.88
company_01284,Aditya Renewables Private Limited,0,0,0,0.1754,None,759,1.2541,3.2,4.49,1.25
company_01285,Infinity Foods LLP,0,0,0,0.2831,None,743,1.8577,3.32,3.13,2.42
company_01286,Kalyani Foods 671 LLP,1,0,1,0.8612,benami_siphoning,590,1.1216,33.51,30.85,11.38
company_01287,Kalyani Infrastructure LLP,0,0,0,0.0856,None,729,1.1855,3.62,5.5,4.35
company_01288,Surya Foods 185 LLP,0,0,0,0.0142,None,778,1.4063,3.05,2.58,1.81
company_01289,Arogya Power 333 Partnership Firm,0,0,0,0.134,None,739,1.6908,3.06,6.34,5.18
company_01290,Vanguard Healthcare LLP,1,0,1,0.957,evergreening,677,1.0773,15.19,15.49,13.39
company_01291,Ambika Enterprises Partnership Firm,0,0,0,0.0964,None,743,1.9131,3.43,4.53,1.24
company_01292,Sterling Pharma LLP,0,0,0,0.1936,None,750,1.0929,5.44,5.49,1.78
company_01293,Apex Builders LLP,0,0,0,0.1424,None,709,1.3374,3.23,3.81,1.91
company_01294,Hindustan Metals Partnership Firm,1,0,1,0.8757,revenue_inflation,615,1.1545,39.23,36.69,7.8
company_01295,Bharat Foods 825 LLP,0,0,0,0.0228,None,788,1.1928,4.5,3.11,1.96
company_01296,Aditya Builders Partnership Firm,0,0,0,0.048,None,739,1.6753,2.29,2.12,2.25
company_01297,Ambika Builders LLP,0,0,0,0.1023,None,724,1.9396,3.68,4.42,2.35
company_01298,Radhe Builders 618 Private Limited,1,0,1,0.6668,shell_company,597,0.3789,35.36,31.83,5.03
company_01299,Vidya Textiles 425 Private Limited,0,0,0,0.3367,None,785,1.0081,2.96,3.92,1.39
company_01300,Delta Industries 998 Private Limited,0,0,0,0.1137,None,783,1.4648,8.23,3.96,1.84
company_01301,Urja Metals 270 Private Limited,0,0,0,0.1012,None,755,1.4458,3.53,4.27,4.68
company_01302,Aditya Infrastructure 782 Private Limited,0,0,0,0.0881,None,754,1.3533,3.9,3.83,2.74
company_01303,Aditya Automotive 102 LLP,0,0,0,0.1645,None,830,1.8486,4.03,3.64,1.85
company_01304,Aditya Automotive Partnership Firm,0,0,0,0.175,None,693,2.5655,4.5,2.88,2.72
company_01305,Kalyani Automotive 331 Partnership Firm,0,0,0,0.3119,None,764,1.2789,4.89,4.23,1.66
company_01306,Urja Builders Private Limited,0,0,0,0.1511,None,793,1.2242,4.16,3.97,2.43
company_01307,Ganesh Chemicals 305 Partnership Firm,0,0,0,0.1664,None,721,1.5639,4.13,3.38,1.98
company_01308,Tejas Infrastructure Partnership Firm,0,0,0,0.1369,None,758,1.4924,5.1,5.43,1.53
company_01309,Vidya Enterprises LLP,0,0,0,0.0925,None,705,0.9279,3.11,6.02,2.2
company_01310,Navrachana Foods 467 Partnership Firm,0,0,0,0.1916,None,768,1.5245,6.5,4.47,2.27
company_01311,Ambika Power 534 Private Limited,0,0,0,0.2354,None,680,1.2401,3.79,5.26,2.18
company_01312,Sterling Pharma 843 LLP,0,0,0,0.1304,None,734,1.416,8.14,3.39,2.65
company_01313,Shivam Healthcare LLP,0,0,0,0.0955,None,738,1.1594,3.93,7.88,3.67
company_01314,Shivam Energy 619 Partnership Firm,0,0,0,0.0583,None,722,1.4652,2.9,4.97,3.56
company_01315,Vanguard Energy 465 Partnership Firm,0,0,0,0.2897,None,821,1.1326,3.63,5.53,1.56
company_01316,Vanguard Enterprises Private Limited,0,1,1,0.5949,shell_company,729,1.4711,2.78,2.94,2.09
company_01317,Ganesh Solutions 396 LLP,0,0,0,0.0554,None,767,1.382,5.44,2.88,3.12
company_01318,Karan Energy 710 LLP,0,0,0,0.2854,None,727,1.6813,8.47,3.17,2.95
company_01319,Vanguard Pharma 944 LLP,0,0,0,0.3199,None,794,1.3604,5.83,3.97,2.65
company_01320,Aditya Renewables 491 Private Limited,0,0,0,0.1714,None,708,1.0603,5.4,3.47,2.75
company_01321,Shivam Retail 909 LLP,0,0,0,0.3238,None,810,1.0149,4.0,3.95,0.88
company_01322,Zenith Builders 626 LLP,0,0,0,0.0619,None,693,1.7309,4.98,4.19,1.93
company_01323,Navrachana Retail Partnership Firm,0,0,0,0.1451,None,723,1.6738,4.34,4.58,2.38
company_01324,Kalyani Metals 807 Partnership Firm,0,0,0,0.0878,None,747,1.5092,7.32,4.13,2.89
company_01325,Sterling Foods 747 Partnership Firm,1,0,1,0.6744,circular_trading,680,0.7453,29.24,10.1,4.8
company_01326,Navrachana Logistics 157 Partnership Firm,0,0,0,0.2678,None,788,1.5657,8.55,3.58,1.39
company_01327,Urja Infotech Partnership Firm,1,0,1,0.8014,benami_siphoning,688,0.8776,19.44,18.8,3.98
company_01328,Ganesh Automotive 879 Private Limited,0,0,0,0.3025,None,831,1.2936,3.02,3.65,1.94
company_01329,Vidya Metals 804 Private Limited,0,1,1,0.5801,revenue_inflation,773,0.9588,2.11,2.69,2.57
company_01330,Tejas Foods LLP,0,0,0,0.1884,None,752,1.5951,3.86,4.42,1.72
company_01331,Arogya Metals 285 Private Limited,0,0,0,0.0197,None,743,1.2299,6.77,3.25,1.49
company_01332,Vanguard Enterprises Partnership Firm,0,0,0,0.1862,None,755,1.2768,3.53,5.19,2.26
company_01333,Karan Industries 727 Private Limited,0,0,0,0.1542,None,708,1.2123,2.95,3.24,2.73
company_01334,Tejas Healthcare 999 Partnership Firm,1,0,1,0.9458,benami_siphoning,674,1.2876,15.46,51.5,6.91
company_01335,Shivam Enterprises 120 LLP,0,0,0,0.1837,None,716,1.178,3.36,5.62,2.09
company_01336,Surya Healthcare 134 LLP,0,0,0,0.3153,None,681,1.8151,2.54,3.97,3.56
company_01337,Kalyani Foods 316 Partnership Firm,0,0,0,0.0228,None,801,1.3607,8.41,5.08,2.29
company_01338,Aditya Textiles LLP,1,0,1,0.9312,revenue_inflation,664,1.1203,38.78,28.91,7.22
company_01339,Bharat Enterprises 852 Private Limited,0,0,0,0.1991,None,770,1.14,0.94,1.68,1.14
company_01340,Surya Energy 495 Private Limited,0,0,0,0.1571,None,751,2.7855,2.29,3.38,3.43
company_01341,Urja Chemicals 928 Private Limited,0,0,0,0.3314,None,762,1.377,3.11,3.03,1.82
company_01342,Urja Foods 434 Private Limited,0,0,0,0.0465,None,657,1.5501,3.6,3.62,3.68
company_01343,Zenith Chemicals Private Limited,0,0,0,0.2195,None,766,1.7258,2.66,3.28,3.52
company_01344,Kalyani Logistics 166 LLP,0,0,0,0.1981,None,776,2.5625,5.55,4.08,1.25
company_01345,Kalyani Textiles 247 LLP,1,0,1,0.5154,benami_siphoning,625,0.8394,16.68,26.99,7.94
company_01346,Karan Healthcare 260 Private Limited,0,0,0,0.335,None,777,1.2531,5.91,5.38,2.22
company_01347,Ambika Retail 878 Private Limited,1,0,1,0.964,revenue_inflation,692,0.8495,52.35,33.89,6.44
company_01348,Aditya Infotech 401 LLP,0,0,0,0.0268,None,830,2.1256,10.9,3.83,0.74
company_01349,Shivam Healthcare 404 LLP,0,0,0,0.2995,None,762,2.0798,4.61,3.59,1.91
company_01350,Aditya Builders 662 Private Limited,0,0,0,0.3331,None,801,1.4048,2.72,2.99,0.89
company_01351,Aditya Retail Partnership Firm,1,0,1,0.9135,seasonal_manipulation,660,0.32,38.39,16.95,8.5
company_01352,Bhaskar Healthcare 439 Private Limited,0,0,0,0.0888,None,766,1.6077,7.39,2.91,3.68
company_01353,Tejas Builders 466 LLP,1,0,1,0.91,revenue_inflation,688,1.0085,34.47,35.27,16.37
company_01354,Infinity Textiles 198 Private Limited,0,0,0,0.0763,None,745,1.0478,5.76,5.17,2.38
company_01355,Navrachana Healthcare 958 Partnership Firm,1,0,1,0.8572,shell_company,513,0.9692,54.47,25.46,6.53
company_01356,Sterling Infotech 613 LLP,0,0,0,0.0855,None,813,1.269,3.56,5.91,2.95
company_01357,Ganesh Textiles 538 Partnership Firm,0,0,0,0.2886,None,725,1.5394,3.39,7.5,2.3
company_01358,Delta Healthcare Partnership Firm,1,0,1,0.639,seasonal_manipulation,668,1.2953,31.58,6.37,10.42
company_01359,Zenith Infotech Private Limited,0,0,0,0.0416,None,808,1.3609,3.19,8.74,1.22
company_01360,Delta Logistics Private Limited,0,0,0,0.1485,None,736,1.7952,2.75,2.74,3.12
company_01361,Bharat Pharma 270 LLP,0,0,0,0.3036,None,699,1.9208,4.01,3.72,4.62
company_01362,Vidya Chemicals Private Limited,0,0,0,0.0144,None,744,2.0319,4.78,5.84,1.34
company_01363,Vidya Solutions LLP,0,0,0,0.2009,None,798,1.3218,2.98,4.06,0.82
company_01364,Matrix Energy 534 LLP,0,0,0,0.3408,None,739,1.5068,4.41,7.77,1.79
company_01365,Infinity Retail Private Limited,1,0,1,0.9276,circular_trading,662,0.7287,26.62,15.83,8.34
company_01366,Bharat Chemicals 743 Private Limited,0,0,0,0.3177,None,707,1.6754,4.47,3.3,4.72
company_01367,Hindustan Industries 919 Partnership Firm,0,0,0,0.3081,None,751,1.875,3.94,6.14,3.61
company_01368,Hindustan Solutions 585 Partnership Firm,0,0,0,0.1393,None,750,0.8769,6.54,5.39,2.47
company_01369,Delta Enterprises Private Limited,1,0,1,0.6647,evergreening,710,0.9347,17.44,13.62,11.12
company_01370,Vanguard Pharma 127 Partnership Firm,0,0,0,0.2077,None,749,1.4997,2.33,4.69,2.05
company_01371,Delta Chemicals 515 LLP,0,0,0,0.2193,None,726,0.8431,4.33,6.64,1.83
company_01372,Tejas Infotech 905 LLP,0,0,0,0.2297,None,699,1.1122,4.14,3.34,3.77
company_01373,Bhaskar Energy 882 Private Limited,0,0,0,0.2969,None,643,1.5834,7.33,5.1,3.66
company_01374,Tejas Logistics Partnership Firm,0,0,0,0.075,None,735,1.753,9.7,3.94,2.94
company_01375,Vidya Healthcare 416 Private Limited,1,0,1,0.9606,circular_trading,718,0.6903,27.63,18.86,5.73
company_01376,Tejas Infrastructure LLP,0,0,0,0.2053,None,775,1.071,4.51,5.62,1.21
company_01377,Aditya Infrastructure 624 Private Limited,0,0,0,0.0497,None,774,1.7835,8.02,2.63,6.8
company_01378,Infinity Infrastructure 526 LLP,0,0,0,0.24,None,746,1.4984,4.32,3.04,1.55
company_01379,Bhaskar Infotech 158 LLP,0,0,0,0.2968,None,656,1.258,10.8,4.57,3.28
company_01380,Navrachana Logistics 604 Private Limited,0,0,0,0.0852,None,795,1.5863,5.77,5.63,0.99
company_01381,Vanguard Metals 122 Partnership Firm,0,0,0,0.282,None,683,1.8466,3.05,3.09,2.46
company_01382,Ganesh Builders 904 Partnership Firm,0,0,0,0.2526,None,735,1.1374,1.7,3.71,2.05
company_01383,Radhe Renewables 723 Private Limited,0,0,0,0.2307,None,796,1.0291,7.9,3.46,1.35
company_01384,Sterling Automotive 151 Private Limited,0,0,0,0.1134,None,802,1.409,4.94,3.79,1.56
company_01385,Ambika Automotive Partnership Firm,0,0,0,0.0893,None,747,1.1156,5.77,3.03,2.36
company_01386,Karan Renewables 774 Partnership Firm,0,0,0,0.1911,None,789,1.7317,5.71,3.36,1.18
company_01387,Ambika Textiles 706 Private Limited,0,0,0,0.3147,None,808,1.881,6.37,3.07,1.13
company_01388,Sterling Retail LLP,0,0,0,0.2491,None,730,1.4984,6.25,5.35,2.93
company_01389,Ambika Retail Partnership Firm,0,0,0,0.2764,None,792,1.3408,4.39,3.06,2.13
company_01390,Vidya Enterprises Private Limited,0,0,0,0.1562,None,754,1.554,2.91,2.96,2.46
company_01391,Navrachana Healthcare 118 LLP,0,0,0,0.263,None,751,1.4916,7.37,3.22,1.57
company_01392,Radhe Chemicals 758 Partnership Firm,0,0,0,0.3067,None,708,1.5308,3.96,7.88,2.71
company_01393,Vidya Energy Private Limited,0,0,0,0.2974,None,694,1.6693,9.22,3.62,2.14
company_01394,Bhaskar Infotech 282 LLP,0,0,0,0.0829,None,795,1.187,5.4,3.08,1.02
company_01395,Arogya Power 918 Partnership Firm,0,0,0,0.0401,None,780,1.7371,14.92,4.57,1.83
company_01396,Shivam Infrastructure 313 LLP,0,0,0,0.3311,None,741,1.8878,8.13,4.69,4.08
company_01397,Ganesh Solutions 901 Partnership Firm,0,0,0,0.0982,None,779,1.7174,5.28,4.65,4.21
company_01398,Radhe Pharma Partnership Firm,0,0,0,0.2833,None,665,1.2375,3.97,4.33,2.69
company_01399,Bhaskar Energy 128 LLP,0,0,0,0.24,None,720,1.2061,5.74,3.34,3.57
company_01400,Urja Solutions 339 LLP,0,0,0,0.2266,None,807,1.5798,1.89,2.52,0.46
company_01401,Infinity Renewables 942 LLP,0,0,0,0.0849,None,781,1.8684,8.97,3.13,1.86
company_01402,Infinity Logistics 494 Partnership Firm,0,0,0,0.0531,None,724,1.7767,4.04,6.1,1.61
company_01403,Hindustan Industries 824 LLP,0,0,0,0.2484,None,733,1.5901,6.71,3.35,2.92
company_01404,Kalyani Infrastructure 488 LLP,1,0,1,0.501,shell_company,477,0.524,39.69,43.54,4.27
company_01405,Apex Textiles 781 LLP,0,0,0,0.0603,None,725,1.0883,4.34,2.77,2.77
company_01406,Hindustan Energy Partnership Firm,1,0,1,0.972,seasonal_manipulation,632,1.1639,22.29,45.0,6.88
company_01407,Sterling Renewables Private Limited,0,0,0,0.3363,None,791,1.4877,1.64,3.23,1.4
company_01408,Hindustan Retail Private Limited,0,0,0,0.1678,None,795,1.9763,2.71,3.56,2.02
company_01409,Karan Infotech 471 Private Limited,0,0,0,0.3246,None,693,0.9458,2.15,3.98,2.09
company_01410,Urja Metals 239 Private Limited,0,0,0,0.3274,None,787,1.2206,6.81,4.27,3.81
company_01411,Vanguard Energy 806 Partnership Firm,0,0,0,0.1263,None,688,1.328,4.22,7.45,5.53
company_01412,Infinity Foods 936 LLP,0,0,0,0.1084,None,757,1.3141,3.75,4.23,1.28
company_01413,Zenith Healthcare 680 Partnership Firm,0,0,0,0.2354,None,730,1.3176,10.12,5.38,3.52
company_01414,Vanguard Enterprises 841 Private Limited,0,0,0,0.2535,None,719,1.9295,2.17,3.02,3.48
company_01415,Vanguard Renewables 716 LLP,0,0,0,0.256,None,782,1.9412,5.0,3.19,1.45
company_01416,Zenith Solutions 920 Private Limited,0,0,0,0.2822,None,677,1.1689,4.7,2.6,2.19
company_01417,Delta Builders Partnership Firm,0,0,0,0.2599,None,776,0.9809,2.97,5.25,0.76
company_01418,Shivam Renewables 449 LLP,0,0,0,0.1951,None,796,1.2469,2.57,4.12,3.41
company_01419,Vidya Solutions Private Limited,1,0,1,0.57,revenue_inflation,593,1.6069,21.38,23.2,8.11
company_01420,Tejas Infrastructure 619 Private Limited,0,0,0,0.1024,None,783,1.3593,3.86,2.98,0.55
company_01421,Vanguard Textiles Private Limited,0,0,0,0.2752,None,762,1.5721,4.86,3.96,2.81
company_01422,Tejas Pharma 753 Private Limited,0,0,0,0.1953,None,732,1.0526,6.74,3.7,2.7
company_01423,Bharat Foods Private Limited,0,0,0,0.0895,None,813,1.0213,2.13,3.14,4.33
company_01424,Bhaskar Infrastructure 510 Partnership Firm,0,0,0,0.2691,None,810,1.7678,3.04,4.5,1.41
company_01425,Radhe Retail Private Limited,0,0,0,0.1931,None,728,1.1569,6.47,2.87,2.01
company_01426,Aditya Builders 158 Partnership Firm,0,0,0,0.029,None,858,2.159,4.52,4.19,0.0
company_01427,Vanguard Builders 168 Private Limited,0,0,0,0.1566,None,727,2.1038,2.9,3.27,2.01
company_01428,Shivam Logistics Partnership Firm,0,0,0,0.1374,None,834,1.2178,4.94,8.2,0.76
company_01429,Sterling Textiles 340 Private Limited,1,0,1,0.9835,circular_trading,727,0.8806,31.96,23.53,7.63
company_01430,Vanguard Renewables Private Limited,1,0,1,0.9516,benami_siphoning,654,1.137,19.58,36.72,10.01
company_01431,Tejas Infotech Partnership Firm,0,0,0,0.1313,None,788,1.5893,4.4,5.18,1.61
company_01432,Shivam Metals 631 Private Limited,0,0,0,0.265,None,779,1.4118,4.6,6.78,1.58
company_01433,Urja Retail 937 LLP,1,0,1,0.9144,circular_trading,664,0.9806,26.27,19.49,8.04
company_01434,Radhe Pharma 771 Partnership Firm,0,0,0,0.1757,None,733,1.6485,5.39,4.13,4.0
company_01435,Surya Healthcare 431 Partnership Firm,0,0,0,0.3432,None,717,1.1148,3.38,3.59,3.3
company_01436,Shivam Foods 518 Partnership Firm,1,0,1,0.9653,benami_siphoning,613,0.7685,28.04,26.41,12.47
company_01437,Infinity Logistics Private Limited,0,0,0,0.0499,None,743,1.6293,2.93,3.13,2.64
company_01438,Apex Infrastructure 239 LLP,0,0,0,0.1237,None,661,3.1959,4.69,2.84,4.48
company_01439,Shivam Foods 623 Private Limited,1,0,1,0.8562,evergreening,645,1.0416,17.33,11.63,13.8
company_01440,Vidya Textiles 435 Private Limited,0,0,0,0.2413,None,775,1.2147,2.9,3.29,1.84
company_01441,Matrix Foods 669 Partnership Firm,0,0,0,0.0766,None,744,1.3408,6.04,4.1,1.63
company_01442,Shivam Industries 264 LLP,0,0,0,0.2075,None,720,2.0089,5.48,3.03,4.49
company_01443,Delta Infrastructure Private Limited,0,0,0,0.2538,None,774,2.5301,2.47,2.13,2.29
company_01444,Apex Healthcare 279 LLP,0,1,1,0.7347,benami_siphoning,702,2.315,3.5,3.26,2.66
company_01445,Ganesh Pharma Partnership Firm,0,0,0,0.0743,None,733,1.1921,7.27,3.49,2.92
company_01446,Vidya Enterprises 820 Private Limited,0,0,0,0.2961,None,718,1.9868,4.18,5.06,3.05
company_01447,Bharat Infotech 247 Partnership Firm,0,0,0,0.0155,None,658,2.8016,2.76,4.34,2.47
company_01448,Surya Healthcare 902 Partnership Firm,0,0,0,0.1654,None,768,1.5132,2.42,6.17,1.32
company_01449,Hindustan Automotive 864 LLP,1,0,1,0.9869,shell_company,581,0.5957,32.54,43.03,7.49
company_01450,Sterling Chemicals 998 Partnership Firm,0,0,0,0.1497,None,810,1.4365,5.95,7.03,0.92
company_01451,Karan Healthcare 901 LLP,0,0,0,0.0724,None,729,0.7647,6.52,3.47,1.95
company_01452,Zenith Energy 258 Private Limited,0,0,0,0.1232,None,784,1.436,4.26,3.06,2.55
company_01453,Ganesh Builders 337 Partnership Firm,1,0,1,0.9356,circular_trading,688,0.7351,24.71,15.91,5.98
company_01454,Vanguard Solutions 434 LLP,0,0,0,0.2748,None,737,2.6765,2.57,2.84,2.31
company_01455,Zenith Energy 686 Private Limited,0,0,0,0.1887,None,754,1.9619,3.47,8.57,5.1
company_01456,Bharat Automotive 178 Private Limited,1,0,1,0.9126,circular_trading,695,1.0078,25.3,13.74,10.49
company_01457,Vidya Pharma LLP,0,0,0,0.259,None,787,1.3873,6.07,7.32,1.37
company_01458,Shivam Textiles 183 LLP,0,0,0,0.2692,None,795,1.2872,11.85,4.56,1.82
company_01459,Bhaskar Infotech Private Limited,0,0,0,0.2297,None,809,1.5289,6.75,5.26,1.5
company_01460,Infinity Infotech 953 LLP,0,0,0,0.0561,None,693,1.8856,3.06,4.2,2.95
company_01461,Urja Energy 145 Private Limited,0,0,0,0.3069,None,776,1.1085,2.41,2.9,2.55
company_01462,Ganesh Textiles 407 Partnership Firm,0,0,0,0.2415,None,736,1.3812,7.59,4.65,2.92
company_01463,Surya Renewables 636 LLP,0,0,0,0.1819,None,798,1.2142,4.27,4.71,2.44
company_01464,Arogya Automotive Private Limited,0,0,0,0.1716,None,738,1.1571,3.16,3.18,1.24
company_01465,Delta Logistics LLP,0,0,0,0.2473,None,704,1.6385,3.52,2.55,4.16
company_01466,Zenith Pharma 665 Partnership Firm,0,0,0,0.2954,None,732,1.6642,7.67,5.71,1.63
company_01467,Ganesh Enterprises 405 LLP,0,1,1,0.7262,evergreening,778,1.5214,2.19,2.33,0.88
company_01468,Zenith Solutions 691 LLP,1,0,1,0.965,revenue_inflation,623,1.4819,30.86,20.44,12.2
company_01469,Tejas Renewables 683 Private Limited,0,0,0,0.2554,None,724,1.5307,6.38,3.99,6.03
company_01470,Aditya Infotech 878 Partnership Firm,0,0,0,0.2248,None,764,1.9235,3.4,2.96,1.26
company_01471,Arogya Energy LLP,0,0,0,0.1914,None,752,2.4538,3.04,3.31,2.11
company_01472,Apex Power Private Limited,0,0,0,0.1506,None,811,0.9595,3.98,3.75,1.41
company_01473,Vidya Retail 545 Partnership Firm,0,0,0,0.2466,None,780,1.2388,4.69,6.52,1.55
company_01474,Radhe Metals 159 Private Limited,0,0,0,0.136,None,808,1.64,2.81,2.68,1.74
company_01475,Radhe Pharma 284 Partnership Firm,0,0,0,0.2174,None,768,2.1593,7.02,3.49,1.07
company_01476,Hindustan Industries 148 Partnership Firm,1,0,1,0.943,seasonal_manipulation,649,1.2147,27.41,17.39,9.59
company_01477,Bhaskar Healthcare 263 Private Limited,0,0,0,0.073,None,723,1.9434,2.44,2.66,3.65
company_01478,Karan Infrastructure 101 Partnership Firm,0,0,0,0.2221,None,754,1.6124,4.03,3.89,2.05
company_01479,Urja Chemicals 654 Private Limited,1,0,1,0.956,evergreening,671,0.7711,21.61,16.94,20.42
company_01480,Apex Infrastructure Partnership Firm,0,0,0,0.3224,None,757,1.0856,3.99,6.3,1.12
company_01481,Tejas Energy 363 Partnership Firm,0,0,0,0.2526,None,755,0.9891,4.96,4.29,3.48
company_01482,Infinity Infotech 100 LLP,0,0,0,0.3203,None,737,1.2921,6.08,4.3,4.01
company_01483,Radhe Foods LLP,1,0,1,0.7273,seasonal_manipulation,639,1.0769,32.6,11.89,4.09
company_01484,Hindustan Industries 580 Partnership Firm,0,0,0,0.0321,None,727,1.8017,4.63,4.31,3.02
company_01485,Aditya Pharma Partnership Firm,0,0,0,0.2733,None,713,1.4743,3.42,3.64,2.96
company_01486,Apex Power 720 Private Limited,1,0,1,0.8076,circular_trading,739,0.4043,23.39,10.14,3.04
company_01487,Navrachana Infotech LLP,1,0,1,0.8899,revenue_inflation,594,1.1147,29.09,25.87,20.0
company_01488,Ambika Automotive 782 Private Limited,0,1,1,0.5832,revenue_inflation,702,1.876,4.05,4.53,3.16
company_01489,Infinity Infrastructure 844 LLP,0,0,0,0.2735,None,772,1.1452,5.15,6.24,2.07
company_01490,Aditya Logistics 322 Private Limited,0,0,0,0.1644,None,792,1.6673,6.08,5.72,5.53
company_01491,Navrachana Enterprises 463 Private Limited,0,0,0,0.1189,None,733,2.4361,3.18,3.43,2.61
company_01492,Ganesh Enterprises 905 LLP,0,0,0,0.2858,None,735,1.2053,5.58,4.0,1.33
company_01493,Zenith Infotech 911 Partnership Firm,0,0,0,0.1435,None,723,1.8745,4.19,3.62,3.03
company_01494,Tejas Foods 301 LLP,0,0,0,0.1205,None,740,2.2698,5.14,9.15,1.39
company_01495,Zenith Chemicals Partnership Firm,0,0,0,0.0427,None,729,0.9623,3.67,4.55,2.42
company_01496,Delta Foods 235 LLP,0,0,0,0.0381,None,827,2.0987,4.36,2.72,0.35
company_01497,Navrachana Foods 670 Private Limited,0,0,0,0.3355,None,775,1.6869,2.25,3.2,1.44
company_01498,Surya Infrastructure 553 Private Limited,0,0,0,0.2963,None,713,1.4447,3.35,2.44,4.01
company_01499,Surya Healthcare 259 Partnership Firm,0,0,0,0.1271,None,799,1.3052,3.39,3.63,1.77
company_01500,Tejas Chemicals 824 LLP,0,0,0,0.0356,None,780,2.1306,4.96,4.71,2.17
company_01501,Vidya Renewables 687 Partnership Firm,0,0,0,0.2783,None,751,1.6809,7.72,3.0,2.21
company_01502,Kalyani Automotive 894 Private Limited,0,0,0,0.2509,None,690,1.3033,5.12,5.12,2.84
company_01503,Radhe Renewables LLP,0,0,0,0.3014,None,648,1.4799,2.64,2.76,4.78
company_01504,Hindustan Healthcare 289 LLP,0,0,0,0.3008,None,791,0.9198,5.59,3.9,1.73
company_01505,Kalyani Industries Private Limited,0,0,0,0.2919,None,791,1.9077,6.94,5.09,2.47
company_01506,Zenith Enterprises 175 Private Limited,0,0,0,0.1164,None,718,1.5036,5.6,5.69,3.26
company_01507,Sterling Healthcare LLP,0,0,0,0.2379,None,775,1.5504,4.96,5.6,1.31
company_01508,Matrix Healthcare Private Limited,0,0,0,0.1125,None,758,1.7947,5.17,3.95,2.3
company_01509,Apex Energy 610 LLP,0,0,0,0.2388,None,765,1.7709,2.83,5.27,1.96
company_01510,Infinity Pharma 533 LLP,0,0,0,0.151,None,759,1.4555,3.0,3.93,1.7
company_01511,Matrix Foods 430 Private Limited,0,0,0,0.1182,None,754,1.4382,4.37,4.3,2.01
company_01512,Bharat Builders 853 Private Limited,0,0,0,0.1698,None,715,0.9113,5.65,3.21,2.7
company_01513,Karan Industries 966 LLP,0,0,0,0.3178,None,761,1.4683,4.8,5.93,1.5
company_01514,Ganesh Chemicals 224 Partnership Firm,0,0,0,0.2787,None,747,1.5402,3.02,3.66,0.96
company_01515,Navrachana Logistics 381 LLP,1,0,1,0.966,benami_siphoning,696,0.7648,17.45,22.37,9.52
company_01516,Arogya Renewables 628 Private Limited,0,0,0,0.0229,None,776,1.6981,3.18,3.34,1.19
company_01517,Kalyani Pharma 230 Partnership Firm,0,0,0,0.1634,None,747,1.8508,4.44,3.37,1.61
company_01518,Apex Healthcare 871 LLP,0,0,0,0.084,None,746,1.1198,5.74,4.47,1.25
